"","GameID","InputID","NetworkTyp","ServerAvailable","Ping","CSR","DecisionIndication","LocalTimeEstimation","ServerTimeEstimation","CommunicationTimeEstimatiom","OverallOffloadingTimeEstimation","CommunicationEnergyEstimation","LocalEnergyEstimation","ServerEnergyEstimation","RealServerTime","RealExecutionTime","OffloadingDone","ExecutedTask","ParamterSizeKB","UplinkKBs","Result","Difficulty","newTime","newEstimation","EstRealDiff"
"2","2015-12-29 14:29:51",13235,"Other","true",1374.10961409956,7.371211,"Time Save",48.9445669533324,6.63996276981443,1741.57256574452,1748.21252851433,2089.88707889342,36.7084252149993,2093.20706027833,-1,56.2178639993072,"false","iterativeDeepening",9660,26.2883644643816,"c1g5","Very Easy",56.2178639993072,48.9445669533324,-7.27329704597478
"3","2015-12-29 14:29:51",13232,"Other","true",1374.10961409956,7.4361916,"Time Save",40.6425158727004,5.46550146686269,1742.40943789112,1747.87493935798,2090.89132546934,30.4818869045253,2093.62407620278,-1,56.6236979998648,"false","iterativeDeepening",9682,26.2883644643816,"c8g4","Very Easy",56.6236979998648,40.6425158727004,-15.9811821271644
"4","2015-12-29 14:29:51",13238,"Other","true",1374.10961409956,7.4420133,"Time Save",46.2251486852827,6.2113768206704,1743.24631003772,1749.45768685839,2091.89557204527,34.668861513962,2095.0012604556,-1,93.2325529977679,"false","iterativeDeepening",9704,26.2883644643816,"d4d5","Very Easy",93.2325529977679,46.2251486852827,-47.0074043124852
"5","2015-12-29 14:29:51",13234,"Other","true",1374.10961409956,7.6014524,"Time Save",35.7447242881477,4.70235458165425,1739.89882145131,1744.60117603296,2087.87858574157,26.8085432161108,2090.2297630324,-1,62.15848999843,"false","iterativeDeepening",9616,26.2883644643816,"c6b4","Very Easy",62.15848999843,35.7447242881477,-26.4137657102823
"6","2015-12-29 14:29:51",13236,"Other","true",1374.10961409956,7.81542,"Time Save",40.4679130192202,5.17795745316409,1740.69765395489,1745.87561140805,2088.83718474586,30.3509347644152,2091.42616347244,-1,43.6292710006237,"false","iterativeDeepening",9637,26.2883644643816,"d1b3","Very Easy",43.6292710006237,40.4679130192202,-3.1613579814035
"7","2015-12-29 14:29:51",13237,"Other","true",1374.10961409956,7.866121,"Time Save",42.0589591530391,5.34684886499006,1741.53452610149,1746.88137496648,2089.84143132179,31.5442193647793,2092.51485575428,-1,41.0259900018573,"false","iterativeDeepening",9659,26.2883644643816,"a7a5","Very Easy",41.0259900018573,42.0589591530391,1.0329691511818
"8","2015-12-29 14:29:51",13238,"Other","true",1374.10961409956,7.934961,"Time Save",50.8226643149134,6.4049042365853,1739.89882145131,1746.3037256879,2087.87858574157,38.116998236185,2091.08103785986,-1,53.5069269984961,"false","iterativeDeepening",9616,26.2883644643816,"h2h3","Very Easy",53.5069269984961,50.8226643149134,-2.68426268358267
"9","2015-12-29 14:29:51",13238,"Other","true",1374.10961409956,8.120543,"Time Save",46.8567972360016,5.77015600676471,1739.89882145131,1745.66897745807,2087.87858574157,35.1425979270012,2090.76366374495,-1,66.6059890016913,"false","iterativeDeepening",9616,26.2883644643816,"g4d7","Very Easy",66.6059890016913,46.8567972360016,-19.7491917656898
"10","2015-12-29 14:29:51",13240,"Other","true",1374.10961409956,8.28593,"Time Save",39.0378757917969,4.71134529256668,1740.73569359791,1745.44703889048,2088.8828323175,29.2784068438477,2091.23850496378,-1,54.1125000007451,"false","iterativeDeepening",9638,26.2883644643816,"c4c5","Very Easy",54.1125000007451,39.0378757917969,-15.0746242089482
"11","2015-12-29 14:29:51",13239,"Other","true",1374.10961409956,8.524637,"Time Save",53.4449590089831,6.26947019742216,1739.89882145131,1746.16829164873,2087.87858574157,40.0837192567373,2091.01332084028,-1,45.8584900014102,"false","iterativeDeepening",9616,26.2883644643816,"d8e7","Very Easy",45.8584900014102,53.4449590089831,7.58646900757282
"12","2015-12-29 14:29:51",13245,"Other","true",1374.10961409956,8.5270405,"Time Save",78.7531408742148,9.23569449968636,1740.73569359791,1749.9713880976,2088.8828323175,59.0648556556611,2093.50067956734,-1,61.295623999089,"false","iterativeDeepening",9638,26.2883644643816,"a2a3","Very Easy",61.295623999089,78.7531408742148,17.4575168751258
"13","2015-12-29 14:29:51",13243,"Other","true",1374.10961409956,8.43703,"Time Save",33.1189784846542,3.92543100100011,1739.89882145131,1743.82425245231,2087.87858574157,24.8392338634907,2089.84130124207,-1,121.915573000908,"false","iterativeDeepening",9616,26.2883644643816,"b4a6","Very Easy",121.915573000908,33.1189784846542,-88.7965945162537
"14","2015-12-29 14:29:51",13249,"Other","true",1374.10961409956,9.514214,"Time Save",73.3554571099572,7.71009149961174,1740.65961431186,1748.36970581147,2088.79153717423,55.0165928324679,2092.64658292404,-1,91.3632810004056,"false","iterativeDeepening",9636,26.2883644643816,"c5d6","Very Easy",91.3632810004056,73.3554571099572,-18.0078238904483
"15","2015-12-29 14:29:51",13141,"Other","true",1374.10961409956,9.625433,"Time Save",48.0645889474433,4.9934989009365,1739.89882145131,1744.89232035225,2087.87858574157,36.0484417105825,2090.37533519204,-1,42.7906249985099,"false","iterativeDeepening",9616,26.2883644643816,"c7d6","Very Easy",42.7906249985099,48.0645889474433,5.27396394893339
"16","2015-12-29 14:29:51",13047,"Other","true",1374.10961409956,9.625433,"Time Save",66.8317066018906,6.94324159994721,1739.89882145131,1746.84206305126,2087.87858574157,50.123779951418,2091.35020654155,-1,48.8352090008557,"false","iterativeDeepening",9616,26.2883644643816,"b3b7","Very Easy",48.8352090008557,66.8317066018906,17.9964976010349
